town,accountants_per_10000_residents_2013,apartments_condos_multis_per_residential_parcels_2011,architects_per_10000_2013,assessed_home_value_changes_2009-2013,barbers_per_10000_residents_2013,births_per_1000_residents_2010,boaters_per_10000_residents_2012,burglaries_per_10000_residents_2011,cars_motorcycles_&_trucks_average_age_2012,cars_per_1000_residents_2012,class_size_in_school_district_2011-2012,condos_as_perc_of_parcels_2012,construction_supervisors_per_10000_2013,crashes_per_1000_residents_2007-2011,culture_and_rec_spending_per_person_2012,dentists_per_10000_2013,doctors_per_10000_residents_2013,education_spending_as_a_percent_2012,education_spending_per_resident_2012,electricians_per_1000_residents_2013,expenditures_per_resident_2012,females_percent_in_community_2010,fire_dept_spending_as_a_percent_2012,firefighter_costs_per_resident_2012,fixed_costs_percent_2012,funeral_directors_per_10000_2013,gun_licenses_per_1000_residents_2012,historic_places_per_10000_2013,home_schooled_per_1000_students_2011-2012,homes_built_in_39_or_before,household_member_who_is_2_races_or_more_per_1000_households_2010,households_average_size_2010,households_one-person_2010,hybrid_cars_per_1000_vehicles_2013,in_home_since_1969_or_earlier,income_average_per_resident_2010,income_change_per_resident_2007-2010,inmates_in_state_prison_per_1000_residents,liquor_licenses_per_10000_2011,massage_therapists_per_10000_2012,median_age_2011,miles_driven_daily_per_household_05-07,minority_students_per_district_2012-2013,motorcycles_change_in_ownership_2000-2012,motorcycles_per_1000_2012,multi-generation_households_2010,police_costs_per_resident_2013,police_employees_per_10000_residents_2011,police_spending_as_a_percent_2012,population_change_1950-2010,population_change_2010-2011,property_crimes_per_10000_residents_2012,property_tax_change_09-13,pupils_per_cost_average_by_district_2011-2012,real_estate_professionals_per_1000_residents_2013,residential_taxes_as_percent_of_all_property_taxes_2013,saltwater_fishing_licenses_per_1000_2013,school_district_growth_09-13,single-person_households_percent_65_and_older,snowmobiles_per_10000_residents_2012,state_aid_as_a_percent_of_town_budget_2012,students_in_public_schools_2011,tax-exempt_property_2012,tax_bills_for_single-family_homes_2012,tax_bills_for_single-family_homes_2013,taxable_property_by_percent_2012,teacher_salaries_by_average_2011,teachers_percent_under_40_years_old_2011-2012,trucks_per_1000_residents_2012,veterinarians_per_10000_2013,violent_crimes_per_10000_residents_2012,voters_as_a_percent_of_population_2012,voters_change_in_registrations_between_1982-2012,2020_label
Fairhaven,7.6,0.112,0.0,-0.12,8.2,8.1,694.9,71.7,10.4,466.6,17.1,0.028,2.5,151.5,56,6.3,14.5,54,1280,5.4,2299,51.9,5.13,118,8.7,3.2,86.1,3.8,0.0,38.1,4,2.33,31.4,11.7,9.9,24528 ,0.01,0.9,25.2,16,44.3,55,8.7,0.126,29.3,35.2,174,22.5,7.6,0.24,0.001,263,0.143,12117,10,85.6,47.9,-0.022,47.8,0.0,22.1,0.935,8.1,2696,2795,91.9,60033 ,0.42,351,3.2,31.2,10960,0.2,light blue
Fall River,6.2,0.509,0.7,-0.162,11.3,13.0,106.2,97.0,10.8,395.3,20.2,0.088,0.3,194.8,25,3.4,40.7,49.1,977,2.6,1824,52.5,6.49,118,11.4,5.9,27.6,11.8,7.3,58.6,10.1,2.27,34.9,6.4,7.3,14536 ,-0.02,3.7,17,8,38,37.8,37.8,0.061,16,31.6,168,28.0,9.2,-0.21,0.001,305,0.241,13844,4,77.6,38.3,0.015,35.4,0.4,48.4,0.913,14.6,2367,2505,85.4,74949 ,0.42,233,0.5,106.3,50556,0.2,light blue
Falmouth,9.8,0.082,6.7,-0.096,12.7,8.1,1379.9,184.4,10.4,520.2,16.4,0.056,9.8,113.4,85,10.1,47.3,41,1391,3.7,3160,53.2,5.42,171,18.1,3.8,69.1,4.1,9.7,13.7,6.4,2.21,32.5,24.9,7,30119 ,-0.06,1.4,30.4,19,50.8,59.4,16.2,0.106,20.9,25.7,154,18.9,4.9,2.64,-0.001,336,0.195,14939,20,92.2,54.5,-0.062,52.1,1.6,7.6,0.922,9.3,3656,3789,90.7,72191 ,0.29,396,3.5,40.6,25376,0.57,medium blue
Fitchburg,6.9,0.368,0.7,-0.244,16.4,13.5,85.8,114.7,10.4,379.6,20.8,0.088,0.7,127.2,22,5.2,12.9,52.6,1146,2.7,2026,51.4,6.45,131,12.0,4.0,44.5,2,8.2,47.5,12.9,2.49,29.8,13.9,7.4,16553 ,0.03,2.5,16.4,7,34.3,49.3,62.1,0.002,16.1,40.5,144,19.7,7.1,-0.06,0.003,268,0.133,12681,5,78.7,14.9,-0.047,35.9,15.1,43.9,0.918,19.8,2913,2981,80.2,69317 ,0.3,264,0.5,78.2,21905,0.23,light blue
Florida,0.0,0.003,0.0,-0.048,0.0,10.6,332.4,,10.4,311.2,12.5,0.0,13.3,85.1,27,,0.0,51.1,1823,10.6,3405,48.7,1.87,64,17.3,0.0,48.1,13.3,18.2,24.5,8.4,2.44,21.8,5.8,12.1,13787 ,-0.11,0,,,42.7,77.9,6.8,-0.118,39.9,9.7,2,,0.1,0.57,-0.005,,0.192,13512,5,49.6,5.3,-0.116,37.3,949.2,20.6,0.982,4.9,1245,1325,95.1,37580 ,0.47,508,0.0,,538,0.13,red
Foxborough,31.4,0.152,2.4,-0.09,4.2,9.7,136.4,,8.8,468.9,17.2,0.076,3.0,116.6,58,7.7,30.8,51.9,1620,6.0,3082,50.9,5.18,160,15.8,2.4,54.5,5.3,3.0,19.1,4.4,2.59,24.7,18.5,7.3,38411 ,-0.01,0.3,25.5,16,40.6,74.6,10.9,0.011,21.3,30.3,171,21.8,5.5,1.4,0.007,,0.213,13635,12,74.2,22.9,-0.058,38.5,6.5,15.7,0.928,21.6,5174,5466,78.4,72232 ,0.35,360,2.4,,12189,0.61,light blue
Framingham,29.7,0.247,2.9,-0.122,7.9,14.1,74.8,30.7,9.9,479.9,18.6,0.147,0.4,132.9,78,10.4,38.9,57.5,1469,2.3,2556,51.7,6.99,179,7.9,1.8,28.8,2.2,6.7,22.3,24.7,2.47,28.4,17.7,5.8,29591 ,-0.03,1.3,12.7,13,37.5,52.6,38,-0.056,12.9,29.8,152,18.3,5.9,1.43,0.01,178,0.222,15995,9,76.8,13.1,0.006,35.3,2.9,13.4,0.932,11.8,5774,5783,88.2,73653 ,0.41,262,2.6,22.1,36948,0.15,medium blue
Franklin,36.0,0.205,2.5,-0.096,5.1,9.0,106.2,7.8,8.5,419.6,21.3,0.15,0.9,61.8,29,7.6,7.9,57.5,1672,3.9,2863,51,4.63,133,8.4,1.6,51.5,0.9,4.4,14.7,5.8,2.8,20.8,20.0,7.6,39291 ,0.07,0.3,11.7,11,37,80.6,10.8,0.298,18.5,29.8,130,16.3,4.6,2.94,0.007,42,0.161,11108,9,78.9,20.3,-0.062,35.4,4.4,28.7,0.943,8.3,4842,4990,91.7,71127 ,0.39,334,5.1,3.4,21038,1.3,light blue
Freetown,16.9,0.027,2.3,-0.152,14.7,9.7,497.2,69.8,10.4,469.9,,0.003,9.0,125.6,12,5.6,1.1,54.5,1140,7.9,2044,49.8,5.04,103,12.8,2.3,115.2,2.3,14.4,13.8,5.1,2.78,14.7,10.6,5.9,29951 ,0.01,0.3,12.4,14,42.3,96.1,,0.347,45.5,55.3,197,20.2,9.7,3.22,0.001,224,0.109,,9,81.7,37.2,,41.5,19.1,9.1,0.946,7,3380,3472,93.1,61405 ,,443,3.4,13.4,6357,0.83,red
Gardner,4.9,0.286,0.0,-0.14,14.3,11.5,143.9,116.3,9.7,397.9,19.2,0.081,2.0,149.7,51,2.5,31.6,51.8,1020,2.8,1892,48.8,5.64,107,9.5,4.9,64.8,6.4,12.0,42.4,5.6,2.3,32.1,15.3,7.1,18444 ,-0.01,1.3,18.8,10,39.2,53.8,21.7,0.106,20.2,23.1,111,19.7,5.9,0.03,0.003,256,0.15,11310,4,82.1,18.5,-0.074,39.6,46.3,40.7,0.908,15.9,2864,2996,84.1,66028 ,0.28,273,3.0,43,11809,0.26,light blue
Georgetown,31.8,0.079,3.7,-0.106,13.4,8.6,222.4,25.5,9.3,442.7,22.8,0.044,2.4,64.3,41,8.6,8.6,58.8,1597,5.4,2549,50.6,1.91,49,17.4,2.4,76.4,4.9,0.0,21.9,5.6,2.78,17.8,17.6,7.7,38310 ,0.06,0.2,9.8,18,40.6,90.8,3.8,0.134,26.9,30.3,165,18.2,6.5,2.39,0.008,,0.214,10511,11,90.7,30.6,-0.084,43.5,3.6,22.3,0.973,7.9,4973,5116,92.1,61801 ,0.41,382,8.6,,6202,0.86,light blue
Gill,6.7,0.089,0.0,-0.033,0.0,7.3,726.7,19.9,10.7,489.3,,0.019,6.7,55.3,16,6.7,6.7,55.9,1020,3.3,1700,50.3,2.36,40,6.7,0.0,140.9,0,45.5,32.7,3.3,2.35,28.3,19.3,7.3,21313 ,-0.04,1.3,40,,49.5,73.2,,-0.231,26.7,28.2,107,13.3,6.3,0.4,0.003,125,0.139,,9,78.8,7.3,,38.5,272.4,7.5,0.864,29.9,3031,3108,70.1,,,427,0.0,0,1098,0.41,medium blue
Gloucester,13.2,0.292,5.9,-0.1,4.9,9.3,969.5,28.3,9.9,436.2,17.7,0.096,1.7,32.3,25,5.2,10.8,36.9,1035,4.6,2619,51.9,7.12,186,20.8,3.5,64.3,11.1,12.5,53.8,4.6,2.27,32.8,15.7,8.8,30676 ,0.02,1.1,25.4,24,47.3,51.8,10.4,-0.028,20.5,28.0,162,21.4,6.2,0.14,0.008,142,0.182,13940,11,88.9,60.2,-0.112,39,1.0,11.8,0.941,7.4,5512,5696,92.6,67541 ,0.24,336,3.1,9.2,20910,0.3,medium blue
Goshen,0.0,0.042,0.0,0.129,0.0,10.4,208.7,,11.8,383.3,,0.012,19.0,71.2,14,,0.0,56,1204,0.0,2150,51.3,1.81,39,3.6,0.0,189.9,9.5,21.3,20.5,3.3,2.53,19.5,15.4,10.6,12403 ,-0.16,0.9,19,19,43.8,85.2,,0.316,47.4,26.4,63,18.9,2.9,2.28,-0.001,38,0.117,,3,94.3,19.9,,42,721.7,7,0.979,5.5,2945,3000,94.5,,,456,0.0,0,756,1.22,light blue
Gosnold,0.0,,0.0,-0.028,0.0,0.0,14266.7,,11.3,266.7,,,133.3,0,,,0.0,,,0.0,,,,,,0.0,118.4,133.3,0.0,45.7,9.3,1.92,46.2,0.0,12.5,18720 ,0.26,0,,,60.3,20.9,0,-0.6,26.7,25.6,,,,0.34,0.013,,0.222,,0,98.2,213.3,-0.5,0,0.0,3,0.833,,,2428,93.1,,0.83,467,0.0,,144,0.31,medium blue
Grafton,26.5,0.276,3.4,-0.124,7.3,12.5,160.4,24.1,9.1,462.3,19.4,0.18,7.3,53.6,40,10.1,5.1,57.6,1364,3.4,2364,51.6,1.05,25,12.1,2.3,70.6,4.5,51.7,22.2,5.9,2.56,24.2,21.6,7.2,38535 ,-0.01,0.3,10.7,16,35.9,82.7,17.2,-0.01,21.7,27.0,101,12.9,4.3,1.15,0.003,66,0.258,10064,8,90.3,22.9,0.04,32,37.6,20.4,,8.8,4771,5053,91.2,63673 ,0.42,323,23.6,12.2,12364,0.92,light blue
Granby,16.0,0.076,3.2,-0.049,1.6,6.7,477.6,19.3,10.8,448.1,15.6,0.037,6.4,113,20,1.6,1.6,59,1383,7.7,2300,50.6,1.11,26,15.3,0.0,131.4,0,14.3,15.9,3.3,2.63,21.9,15.5,12.2,26416 ,0.01,0.6,9.6,10,44.2,73.7,7.4,0.152,36.5,32.0,121,19.1,5.2,2.35,-0.002,146,0.155,10828,7,91.8,26.9,-0.09,37.2,89.9,30.6,0.94,5.6,3625,3766,94.4,,0.37,427,6.4,11.1,4538,0.58,red
Granville,25.5,0.042,0.0,-0.064,0.0,7.0,338.4,0.0,11.8,450.2,17.4,0.0,19.2,57.5,23,,0.0,63.6,1727,4.5,2524,49.2,0.69,17,9.1,0.0,201.0,19.2,22.9,27.5,4.6,2.58,20.9,15.1,12.3,28163 ,0.06,0,12.8,6,46.7,86.1,,0.409,59.4,32.9,66,6.3,2.6,1.12,0.001,82,0.029,15990,3,83.6,28.7,,32.3,357.4,30.4,0.922,22.4,3254,2939,77.6,66924 ,0.18,485,0.0,0,1169,0.52,red
Great Barrington,16.9,0.167,16.9,-0.053,4.2,6.9,177.4,60.9,10.4,449.3,,0.045,14.1,136.8,76,7.0,77.4,55.8,1593,5.6,2623,52.3,1.74,46,7.6,12.7,73.9,16.9,12.2,51.8,6.6,2.2,35.2,,10.7,30174 ,-0.06,0.8,69,62,45.8,51.4,,0.038,19.4,24.3,196,25.2,7.5,0.06,-0.005,,0.095,,11,79.3,8.7,,37.5,59.4,3.8,0.81,15.9,4914,4942,84.2,,,332,7.0,,4606,0.21,wicked blue
Greenfield,10.9,0.247,1.1,-0.079,6.9,9.9,136.9,,10.5,459.3,20.4,0.052,2.3,107.4,36,15.5,54.4,36.8,930,3.0,2356,52.5,3.5,83,21.5,5.2,74.0,5.7,0.0,48.8,9.2,2.15,38,17.5,6.6,19298 ,-0.01,1.6,22.9,26,42.3,46.3,20,0.079,22.8,20.0,154,19.4,6.5,0.01,0.003,327,0.09,12290,4,74.9,8.5,0.405,36,98.8,31.4,0.923,15.2,3514,3640,84.8,87172 ,0.31,291,2.3,65.1,11608,0.23,medium blue
Groton,18.8,0.107,6.6,-0.083,5.6,6.9,254.6,5.6,9.1,471.5,,0.048,4.7,75.9,126,8.5,15.0,58.4,1525,3.8,2579,50.6,2.72,70,10.7,1.9,73.5,5.6,9.7,13,6.5,2.79,19.4,25.2,6.1,57386 ,0.05,0.4,9.4,16,42.2,94.8,,-0.078,23.2,22.1,158,20.5,6.1,2.69,0.01,96,0.079,,10,93.6,21.0,,40.4,14.9,2.2,0.865,15.6,6418,6681,84.4,,,345,3.8,6.5,7820,1.14,medium blue
Groveland,18.6,0.126,1.5,-0.097,4.6,7.4,246.2,3.1,9.5,440,,0.07,3.1,23.2,31,4.6,0.0,63.2,1169,8.4,1602,51.6,1.71,28,5.7,0.0,86.8,3.1,13.8,25,5.3,2.75,18.5,14.5,13.3,33334 ,0.13,0.3,13.9,12,43.4,85.2,,0.146,30.3,44.8,149,16.9,9.3,1.76,0.008,69,0.192,,9,90.8,37.5,,57.5,3.1,5.4,0.939,6.5,4571,4804,93.5,,,372,1.5,3,4716,0.7,light blue
Hadley,21.0,0.064,5.7,-0.002,0.0,5.1,489.5,59.1,10.6,507.6,16.8,0.0,9.5,295.6,40,13.3,30.5,41.8,1026,3.0,2457,52.2,1.65,41,14.5,1.9,112.6,9.5,15.5,28.9,4.9,2.41,27.6,22.1,10.3,25450 ,-0.14,0.2,32.4,34,46.1,62.3,17.6,0.456,18.9,19.9,190,28.4,7.8,0.99,-0.002,450,0.145,11268,9,65.9,13.5,-0.016,49.1,183.2,10.6,0.924,14.3,3175,3214,85.7,56677 ,0.43,350,11.4,26.5,3894,0.46,medium blue
Halifax,12.0,0.14,1.3,-0.17,9.3,10.4,340.5,37.0,10,408.8,19.2,0.111,5.3,55.6,44,1.3,1.3,56.7,1371,8.6,2329,51.3,4.39,102,10.9,0.0,82.7,0,7.9,10.2,6.3,2.63,23.5,11.5,8.3,28177 ,0.05,0.4,14.6,17,43.7,76.8,3.7,0.205,39.1,41.6,148,15.9,6.3,6.96,0.006,100,0.121,12209,8,89.3,44.0,-0.149,44.4,11.9,18.6,0.959,5,4765,4899,95.0,68746 ,0.33,409,1.3,24.9,5362,0.75,red
Hamilton,34.8,0.038,9.0,-0.105,5.2,11.5,291.1,21.7,9.7,423,,0.015,9.0,43,86,7.7,21.9,67.3,1992,1.2,2727,50.9,2.23,61,6.0,1.3,62.7,9,15.6,31.1,3.8,2.83,15.7,19.9,7.5,52877 ,-0.13,0,12.9,13,37.4,68.6,,-0.145,16,27.9,159,17.9,5.8,1.81,0.008,70,0.009,,12,94.6,33.4,,46.4,6.4,2.6,0.827,13.6,7988,7924,86.4,,,326,9.0,6.3,5837,0.5,medium blue
Hampden,9.7,0.034,0.0,-0.067,3.9,7.8,406.7,42.8,10.7,450.3,,0.023,5.8,50.4,24,3.9,1.9,71.4,1377,5.8,1833,51.4,0.74,14,3.9,0.0,110.9,1.9,9.4,14.1,4.6,2.66,17.9,11.2,13.3,35948 ,0.04,1.2,15.6,12,48.1,73.3,,0.252,36.8,40.0,197,29.0,10.8,2.89,0.001,69,0.145,,10,92.8,25.7,,54.6,46.7,5,0.951,4.7,4508,4579,95.3,,,416,5.8,9.6,3635,0.46,red
Hancock,0.0,0.516,13.9,0.012,0.0,4.2,251.0,,10.6,373.8,,0.328,13.9,138.1,7,,0.0,72.4,1425,1.4,1116,49.5,3.73,42,1.3,0.0,162.7,27.9,63.2,17.8,3.7,2.4,26.4,17.7,7,7268 ,0.39,0,139.5,28,41,74.5,2.2,-0.088,43.2,36.8,2,,0.2,0.61,-0.006,,-0.036,,0,59.9,9.8,0.394,39.2,266.5,19.8,0.937,3.6,759,674,96.4,61491 ,0.04,456,0.0,,525,0.3,light blue
Hanover,41.1,0.055,7.9,-0.056,6.5,8.7,196.7,22.2,9.2,395.7,21.3,0.03,2.9,109.4,39,11.5,13.0,52.9,1748,9.1,3249,51.2,4.97,161,13.5,2.2,59.8,1.4,1.3,13.7,2.5,2.93,17.4,17.7,7.4,41838 ,-0.03,0.6,15.9,17,40.2,80.9,3.9,-0.121,18.4,44.2,185,20.8,5.7,3.1,0.005,190,0.249,10857,16,82.5,27.9,-0.014,56.5,3.6,15.8,0.929,8.6,6255,6576,91.4,68747 ,0.46,406,7.9,2.1,9743,0.52,red
Hanson,11.8,0.061,2.9,-0.116,5.9,10.3,274.3,28.2,10.5,391.9,,0.034,4.9,77.1,20,2.0,2.0,45.7,807,9.6,1766,50.3,8.18,144,13.9,4.9,88.3,2,9.3,18.4,6.1,2.94,17.3,14.1,7.3,28539 ,-0.03,0.4,13.7,7,40.5,81.3,,0.074,35.4,56.2,165,23.4,9.3,2.13,0.006,108,0.182,,10,92.3,40.5,,42.4,1.9,5.5,0.961,12,3977,4403,88.0,,,427,2.9,28,7013,0.64,red
Hardwick,0.0,0.17,3.3,-0.186,3.3,8.4,301.0,40.0,11.2,379.9,,0.007,10.0,46.2,42,,3.3,50.9,727,3.0,1430,49.8,2.74,39,7.5,0.0,177.7,6.7,10.1,51.8,2.5,2.54,24.3,15.6,7.8,14251 ,-0.08,0.7,36.8,13,45.9,81.9,,0.012,28.4,28.3,115,10.0,8.1,0.27,0.003,182,0.194,,4,91.6,25.1,,47,173.3,9.2,0.975,22.2,2816,2939,77.8,,,381,0.0,36.3,1736,0.39,red
Harvard,26.1,0.084,10.7,-0.117,1.5,3.2,256.1,30.6,9.7,405.7,19,0.051,3.1,110.1,88,4.6,13.8,55.2,1775,2.0,1562,42,1.02,16,15.0,0.0,62.4,9.2,3.4,18,5.9,2.76,16,37.8,7.1,58932 ,-0.23,0.2,6.1,18,44.7,94.7,15.8,0.073,20.4,21.7,79,19.8,5.1,0.64,0.003,76,0.097,13984,11,95,13.7,-0.055,42.7,56.6,13.9,0.948,15,8862,9125,85.0,79461 ,0.23,279,9.2,4.5,4287,0.56,medium blue
Harwich,15.5,0.105,2.5,-0.148,4.1,7.7,916.4,117.7,10.7,511.2,15,0.073,13.1,88,256,8.2,16.3,31.1,1321,3.4,4047,53.5,6.98,282,18.2,0.0,92.5,2.5,13.2,15.4,2.8,2.15,33,25.8,5.2,29505 ,-0.01,0.9,34.3,36,50.8,60.2,,0.27,23.9,19.9,246,26.8,6.1,3.62,-0.001,203,0.17,14511,24,92.7,64.5,,57.6,4.9,7.3,0.951,5.7,3586,3690,94.3,67436 ,0.21,467,3.3,22.7,10452,0.5,light blue
Hatfield,18.3,0.11,3.0,-0.01,3.0,7.0,420.9,18.3,10.8,528.2,14.5,0.017,18.3,52.5,,,21.3,,,7.6,,51.2,,,,0.0,154.9,24.4,4.9,35.6,2.6,2.21,31.2,29.4,9.6,28920 ,-0.24,0.3,30.5,12,48.2,68.6,6.2,0.259,31.1,16.9,,6.1,,0.5,-0.002,,0.144,11078,10,74.3,20.1,0.077,39.2,290.3,17.6,0.904,5.5,3156,3531,94.5,50028 ,0.48,415,3.0,,2567,0.24,medium blue
Haverhill,12.8,0.423,1.0,-0.167,10.0,13.6,81.8,75.3,9.8,431.7,18.5,0.24,2.1,137.6,18,4.9,14.3,50.2,1113,4.2,2192,52,7.15,157,11.2,4.4,45.7,3.1,6.5,40.4,10.4,2.47,29.6,13.1,5.3,24098 ,0.02,1.9,14.8,13,38.1,59,32.8,0.028,20.3,37.8,141,16.0,6.4,0.29,0.008,234,0.138,11604,7,82.6,20.0,0.031,33.1,0.7,28.1,0.891,8,3778,3830,92.0,66213 ,0.35,282,1.3,67.5,43400,0.84,light blue
Hawley,0.0,0.012,0.0,0.001,0.0,3.0,118.7,,11.4,415.4,,0.0,29.7,83.1,10,,0.0,50.5,1154,3.0,2082,49.6,1.87,39,9.1,0.0,227.8,29.7,25.6,39.5,0,2.42,22.7,12.0,8.4,12024 ,-0.01,0,,,48.6,83.9,,-0.333,23.7,39.1,3,,0.1,0.38,0.003,,0.205,,0,92.7,5.9,,55.2,650.9,9.6,0.974,13.7,3424,3404,86.3,,,502,0.0,,249,0.48,medium blue
Heath,0.0,0.008,14.2,-0.067,0.0,9.9,297.5,,11,420.7,,0.0,28.3,28.3,51,,0.0,44.2,1201,2.8,2377,48.6,1.08,26,7.6,0.0,245.8,14.2,50.5,21.7,6,2.34,26.5,26.0,5.8,11863 ,-0.14,1.4,14.2,,51.1,85.5,,-0.056,48.2,29.8,25,,1,1.31,0.003,,0.155,,1,93,15.6,,36.3,593.2,4,0.919,7.4,3687,3721,92.6,,,470,0.0,,509,0.47,medium blue
Hingham,56.9,0.134,14.4,-0.032,5.9,8.9,566.9,,9,408,19.9,0.099,2.3,114.9,65,17.6,18.1,48.6,1688,3.6,3308,53,5.64,187,16.2,0.9,44.1,2.7,2.6,27.7,3.2,2.59,26.6,24.4,8,74095 ,-0.03,0.2,19.4,12,43,68.5,7.5,0.067,13.6,18.7,190,25.1,5.8,1.08,0.005,162,0.223,11415,22,87.2,30.0,0.06,63,5.4,10.1,0.898,6.2,7650,7973,93.8,73081 ,0.39,360,5.0,7.6,16974,0.22,medium blue
Hinsdale,0.0,0.083,0.0,0.048,0.0,7.9,1038.4,84.2,10.8,397.6,,0.026,9.8,16.7,,,0.0,,,6.9,,49.9,,,,4.9,175.7,0,26.7,29.5,1.8,2.34,25.9,14.9,3.5,26203 ,-0.05,1,29.5,34,46.3,70.7,,0.013,37.9,34.6,,4.9,,0.3,-0.006,,0.149,,6,84.4,17.2,,40,425.7,6.8,0.913,13.3,2684,2925,86.7,,,445,4.9,,1417,0.42,medium blue
Holbrook,23.2,0.074,2.8,-0.175,14.8,12.8,122.3,38.7,10,427.7,19.4,0.015,2.8,93.3,27,5.6,4.6,45.9,1220,8.0,2434,51.3,7.55,184,20.6,2.8,43.8,1.9,,29.4,12.2,2.62,25.3,12.4,12.9,25446 ,0.01,1.2,16.7,11,41.8,56.1,33.4,-0.204,20.2,59.7,163,19.3,6.7,1.7,0.007,206,0.063,14264,7,84.7,21.5,0.046,42,2.8,17.4,0.846,5.3,4286,4190,94.8,60030 ,0.47,335,2.8,38.3,7092,0.11,light blue
Holden,24.8,0.133,2.3,-0.11,9.8,9.3,175.8,12.1,8.7,461.3,,0.093,2.9,64.6,43,7.5,10.4,58.2,1225,4.6,2066,51.5,2.85,59,7.0,4.0,71.0,5.8,1.8,13.3,3.9,2.69,19.4,17.1,7.9,36000 ,-0.04,0.4,9.8,14,41.4,80.9,,0.492,22.7,29.6,116,15.5,5.6,1.9,0.004,56,0.133,,10,93.7,24.2,,48.4,48.3,7.6,0.928,10.2,4401,4523,89.8,,,326,3.5,4.6,12912,0.5,light blue
Holland,8.1,0.016,0.0,-0.16,4.0,9.3,1370.4,,9.9,466.3,17.6,0.003,12.1,16.1,15,,0.0,63.4,1438,4.4,2193,48.2,1.17,26,11.0,0.0,139.4,0,23.0,10.3,4.4,2.5,22.1,9.2,5.4,25880 ,0.05,0,24.2,8,42.4,95.4,7.8,0.126,43.1,23.1,63,8.0,2.9,5.58,0.0,,0.106,13702,7,95.3,28.6,-0.186,30,72.5,19.1,0.974,4.4,2924,3020,95.6,54590 ,0.47,417,4.0,,1864,1.05,red
Holliston,40.6,0.102,4.4,-0.044,4.4,10.0,143.2,12.4,9,468.7,16.6,0.06,3.7,87.8,38,10.3,5.9,58.9,2042,4.8,3312,50.8,1.25,42,12.3,0.7,62.7,3.7,7.0,15.9,5.3,2.74,18.7,21.9,10.6,46814 ,0.0,0.7,8.9,15,43.9,78,9.7,-0.019,19.3,25.5,162,17.6,4.9,2.61,0.01,77,0.152,12198,11,87.2,20.2,-0.028,43,2.2,19.2,0.944,6.5,6916,7090,93.5,71152 ,0.34,358,6.6,5.8,10507,0.31,medium blue
Holyoke,7.0,0.307,1.5,-0.05,9.3,15.2,110.3,105.2,11.4,362.5,17.1,0.046,1.0,212.1,40,4.3,34.6,45.9,1501,1.9,2602,53.1,6.9,180,16.5,3.0,37.3,3.5,,43.4,19.7,2.51,32,11.7,6.6,14612 ,-0.02,5.5,21.8,6,36.6,38.2,82.8,-0.03,10.7,47.5,229,32.9,8.8,-0.27,0.001,627,0.224,15700,3,71.5,9.1,-0.04,38.3,4.3,53,1.0,18.5,3115,3330,81.5,64686 ,0.34,215,1.0,94.9,25781,0.04,medium blue
Hopedale,30.5,0.274,6.8,-0.143,8.5,10.3,126.9,28.7,9.2,464.4,18,0.179,5.1,44.3,50,5.1,23.7,51.8,1641,3.7,3002,51,3.19,96,13.8,0.0,61.9,3.4,6.0,39.2,4.4,2.66,22.6,16.1,8.7,34877 ,0.04,0.2,10.2,10,42,69.2,7.9,0.151,20.6,23.2,174,21.9,5.8,0.7,0.004,85,0.048,10448,10,88.1,22.3,-0.048,51.5,13.5,35.7,0.961,9.5,4505,4583,90.5,64378 ,0.39,349,3.4,28.4,3951,0.58,light blue
Hopkinton,51.6,0.127,8.0,-0.042,4.0,8.0,247.2,1.3,8.3,419.6,19.9,0.088,2.7,128.4,23,9.4,13.4,58.4,2243,3.0,3844,50.8,3.27,126,13.0,1.3,56.3,1.3,5.6,13.9,3.9,2.99,16,27.6,4.4,71923 ,-0.14,0.2,9.4,13,39.8,93.2,9.6,0.034,18.3,27.2,158,16.0,4.1,3.28,0.01,62,0.103,12472,12,82.8,20.6,-0.011,35.1,24.5,13.3,0.937,5.7,8082,8285,94.3,74294 ,0.41,364,6.7,1.3,10395,1.47,medium blue
Hubbardston,13.7,0.113,0.0,-0.201,0.0,5.0,337.7,50.0,10.1,429.5,,0.054,9.1,19.6,,,0.0,,,8.0,,50,,,,0.0,147.8,6.8,39.9,19.6,4.8,2.8,16.6,20.5,6,29225 ,0.02,0.5,13.7,11,42.4,110.4,,0.032,36.3,32.6,,15.9,,2.86,0.003,119,0.145,,5,93.3,36.5,,36.5,161.5,5.6,0.932,8.9,2999,3136,91.1,,,420,9.1,24.8,3179,2.0,red
Hudson,12.6,0.295,1.6,-0.163,10.0,11.8,184.1,12.5,9.7,470.2,17.7,0.185,1.6,98.5,51,7.3,4.2,55.6,1767,4.1,3026,50.7,4.59,139,7.7,1.0,49.1,1.6,3.7,22.1,10.4,2.53,25.9,19.1,7.5,30802 ,0.03,0.4,17.8,7,41,65.9,11.2,0.094,23.9,36.7,156,19.3,5.2,1.32,0.011,121,0.209,13294,8,81.7,29.6,-0.029,39.9,18.7,18.6,0.959,7.1,4485,4701,92.9,70503 ,0.43,348,4.7,4.1,12878,0.61,medium blue
